Genome	GBK	Type	Cluster_number	Contig_edge	Length	CDS_number	GBK_Path
BGC0001031	BGC0001031.1.region001.gbk	PKS-like,T3PKS,transAT-PKS	3	True	77781	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001031/BGC0001031.1.region001.gbk
BGC0001029	BGC0001029.1.region001.gbk	T1PKS,NRPS-like,NRPS	3	True	55508	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001029/BGC0001029.1.region001.gbk
BGC0001032	BGC0001032.1.region001.gbk	PKS-like,T3PKS,transAT-PKS	3	True	78466	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001032/BGC0001032.1.region001.gbk
BGC0001037	BGC0001037.1.region001.gbk	T1PKS,NRPS	2	True	18799	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001037/BGC0001037.1.region001.gbk
BGC0001033	BGC0001033.1.region001.gbk	NRPS,T1PKS	2	True	58753	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001033/BGC0001033.1.region001.gbk
BGC0001036	BGC0001036.1.region001.gbk	NRPS,other,T1PKS	3	True	73445	37	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001036/BGC0001036.1.region001.gbk
BGC0001035	BGC0001035.1.region001.gbk	T1PKS,NRPS,betalactone	3	False	82977	19	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001035/BGC0001035.1.region001.gbk
BGC0001034	BGC0001034.1.region001.gbk	T1PKS,NRPS	2	True	61485	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001034/BGC0001034.1.region001.gbk
BGC0001041	BGC0001041.1.region001.gbk	T1PKS,NRPS-like,transAT-PKS-like	3	True	40585	28	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001041/BGC0001041.1.region001.gbk
BGC0001040	BGC0001040.1.region001.gbk	T1PKS,NRPS-like,NRPS	3	True	107379	28	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001040/BGC0001040.1.region001.gbk
BGC0001038	BGC0001038.1.region001.gbk	amglyccycl,T1PKS	2	True	41430	27	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001038/BGC0001038.1.region001.gbk
BGC0001042	BGC0001042.1.region001.gbk	NRPS,T1PKS,hglE-KS,PKS-like	4	True	118372	44	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001042/BGC0001042.1.region001.gbk
BGC0001039	BGC0001039.1.region001.gbk	NRPS,T1PKS	2	True	42448	26	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001039/BGC0001039.1.region001.gbk
BGC0001043	BGC0001043.1.region001.gbk	NRPS,T1PKS	2	True	16183	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001043/BGC0001043.1.region001.gbk
BGC0001046	BGC0001046.1.region001.gbk	NRPS,T1PKS,terpene	3	True	80894	38	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001046/BGC0001046.1.region001.gbk
BGC0001044	BGC0001044.1.region001.gbk	NRPS,indole	2	True	48076	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001044/BGC0001044.1.region001.gbk
BGC0001047	BGC0001047.1.region001.gbk	T1PKS,NRPS	2	True	22119	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001047/BGC0001047.1.region001.gbk
BGC0001045	BGC0001045.1.region001.gbk	NRPS	1	True	52109	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001045/BGC0001045.1.region001.gbk
BGC0001049	BGC0001049.1.region001.gbk	T1PKS,NRPS	2	True	19177	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001049/BGC0001049.1.region001.gbk
BGC0001050	BGC0001050.1.region001.gbk	NRPS-like,NRPS	2	True	19730	2	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001050/BGC0001050.1.region001.gbk
BGC0001048	BGC0001048.1.region001.gbk	NRPS,T1PKS,NRPS-like	3	True	79083	39	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001048/BGC0001048.1.region001.gbk
BGC0001051	BGC0001051.1.region001.gbk	T1PKS,NRPS	2	True	82258	19	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001051/BGC0001051.1.region001.gbk
BGC0001052	BGC0001052.1.region001.gbk	T1PKS,NRPS	2	True	55522	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001052/BGC0001052.1.region001.gbk
BGC0001056	BGC0001056.1.region001.gbk	PUFA,hglE-KS,NRPS,T1PKS	4	True	55138	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001056/BGC0001056.1.region001.gbk
BGC0001057	BGC0001057.1.region001.gbk	NRPS,T1PKS	2	True	49993	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001057/BGC0001057.1.region001.gbk
BGC0001055	BGC0001055.1.region001.gbk	NRPS,T1PKS	2	False	55687	35	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001055/BGC0001055.1.region001.gbk
BGC0001054	BGC0001054.1.region001.gbk	T1PKS,NRPS-like,NRPS	3	True	41309	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001054/BGC0001054.1.region001.gbk
BGC0001053	BGC0001053.1.region001.gbk	NRPS,T1PKS	2	True	67347	24	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001053/BGC0001053.1.region001.gbk
BGC0001059	BGC0001059.1.region001.gbk	NRPS,T1PKS	2	True	65755	27	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001059/BGC0001059.1.region001.gbk
BGC0001061	BGC0001061.1.region001.gbk	T2PKS,T1PKS,PKS-like	3	True	52164	43	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001061/BGC0001061.1.region001.gbk
BGC0001060	BGC0001060.1.region001.gbk	T1PKS	1	False	45703	33	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001060/BGC0001060.1.region001.gbk
BGC0001062	BGC0001062.1.region001.gbk	T2PKS,PKS-like,T1PKS	3	True	39835	30	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001062/BGC0001062.1.region001.gbk
BGC0001058	BGC0001058.1.region001.gbk	NRPS,NRPS-like	2	True	84740	48	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001058/BGC0001058.1.region001.gbk
BGC0001067	BGC0001067.1.region001.gbk	T1PKS	1	True	27603	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001067/BGC0001067.1.region001.gbk
BGC0001063	BGC0001063.1.region001.gbk	T1PKS,NRPS-like,prodigiosin	3	True	31641	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001063/BGC0001063.1.region001.gbk
BGC0001064	BGC0001064.1.region001.gbk	T3PKS,T1PKS,PKS-like	3	True	26219	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001064/BGC0001064.1.region001.gbk
BGC0001066	BGC0001066.1.region001.gbk	T1PKS,NRPS-like,T3PKS	3	True	66606	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001066/BGC0001066.1.region001.gbk
BGC0001065	BGC0001065.1.region001.gbk	T1PKS,T3PKS	2	False	96169	48	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001065/BGC0001065.1.region001.gbk
BGC0001065	BGC0001065.1.region002.gbk	nucleoside	1	False	30288	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001065/BGC0001065.1.region002.gbk
BGC0001068	BGC0001068.1.region001.gbk	T1PKS	1	True	32777	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001068/BGC0001068.1.region001.gbk
BGC0001072	BGC0001072.1.region001.gbk	T1PKS,ladderane,T2PKS,aminocoumarin	4	True	75379	50	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001072/BGC0001072.1.region001.gbk
BGC0001071	BGC0001071.1.region001.gbk	NRPS,transAT-PKS,T1PKS,PKS-like,T3PKS	5	True	59320	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001071/BGC0001071.1.region001.gbk
BGC0001069	BGC0001069.1.region001.gbk	transAT-PKS,T1PKS,NRPS	3	True	81797	6	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001069/BGC0001069.1.region001.gbk
BGC0001070	BGC0001070.1.region001.gbk	transAT-PKS,NRPS,T1PKS	3	True	121521	50	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001070/BGC0001070.1.region001.gbk
BGC0001077	BGC0001077.1.region001.gbk	T3PKS	1	True	6550	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001077/BGC0001077.1.region001.gbk
BGC0001076	BGC0001076.1.region001.gbk	T3PKS,nucleoside	2	True	29709	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001076/BGC0001076.1.region001.gbk
BGC0001075	BGC0001075.1.region001.gbk	arylpolyene	1	True	17525	11	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001075/BGC0001075.1.region001.gbk
BGC0001074	BGC0001074.1.region001.gbk	T2PKS,oligosaccharide	2	True	41943	40	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001074/BGC0001074.1.region001.gbk
BGC0001073	BGC0001073.1.region001.gbk	T2PKS,ectoine	2	True	61519	53	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001073/BGC0001073.1.region001.gbk
BGC0001082	BGC0001082.1.region001.gbk	terpene,indole	2	True	18809	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001082/BGC0001082.1.region001.gbk
BGC0001079	BGC0001079.1.region001.gbk	T3PKS,other,terpene	3	True	43410	31	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001079/BGC0001079.1.region001.gbk
BGC0001083	BGC0001083.1.region001.gbk	T3PKS,terpene,other,butyrolactone	4	True	53585	39	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001083/BGC0001083.1.region001.gbk
BGC0001080	BGC0001080.1.region001.gbk	T3PKS,other,phenazine	3	True	17804	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001080/BGC0001080.1.region001.gbk
BGC0001078	BGC0001078.1.region001.gbk	T3PKS,other,terpene	3	True	27448	23	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001078/BGC0001078.1.region001.gbk
BGC0001085	BGC0001085.1.region001.gbk	indole,NRPS	2	True	10646	4	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001085/BGC0001085.1.region001.gbk
BGC0001090	BGC0001090.1.region001.gbk	NRPS,transAT-PKS	2	True	44647	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001090/BGC0001090.1.region001.gbk
BGC0001084	BGC0001084.1.region001.gbk	NRPS,indole	2	True	36217	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001084/BGC0001084.1.region001.gbk
BGC0001089	BGC0001089.1.region001.gbk	transAT-PKS,NRPS,T3PKS	3	True	72494	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001089/BGC0001089.1.region001.gbk
BGC0001088	BGC0001088.1.region001.gbk	NRPS,transAT-PKS-like,NRPS-like	3	True	55839	20	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001088/BGC0001088.1.region001.gbk
BGC0001093	BGC0001093.1.region001.gbk	transAT-PKS,NRPS	2	True	84868	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001093/BGC0001093.1.region001.gbk
BGC0001094	BGC0001094.1.region001.gbk	transAT-PKS-like,T1PKS	2	True	71414	24	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001094/BGC0001094.1.region001.gbk
BGC0001091	BGC0001091.1.region001.gbk	transAT-PKS,NRPS-like,PKS-like	3	True	79373	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001091/BGC0001091.1.region001.gbk
BGC0001095	BGC0001095.1.region001.gbk	NRPS,betalactone	2	True	49542	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001095/BGC0001095.1.region001.gbk
BGC0001096	BGC0001096.1.region001.gbk	transAT-PKS,NRPS,PKS-like	3	True	95426	28	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001096/BGC0001096.1.region001.gbk
BGC0001099	BGC0001099.1.region001.gbk	transAT-PKS,NRPS,PKS-like,T3PKS	4	True	76626	28	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001099/BGC0001099.1.region001.gbk
BGC0001102	BGC0001102.1.region001.gbk	transAT-PKS,NRPS-like,T1PKS	3	True	35748	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001102/BGC0001102.1.region001.gbk
BGC0001098	BGC0001098.1.region001.gbk	NRPS,transAT-PKS	2	True	41599	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001098/BGC0001098.1.region001.gbk
BGC0001101	BGC0001101.1.region001.gbk	NRPS,transAT-PKS	2	False	120263	64	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001101/BGC0001101.1.region001.gbk
BGC0001100	BGC0001100.1.region001.gbk	transAT-PKS,NRPS,redox-cofactor	3	True	30960	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001100/BGC0001100.1.region001.gbk
BGC0001105	BGC0001105.1.region001.gbk	transAT-PKS-like,NRPS,T3PKS	3	True	36513	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001105/BGC0001105.1.region001.gbk
BGC0001103	BGC0001103.1.region001.gbk	NRPS,transAT-PKS	2	True	46860	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001103/BGC0001103.1.region001.gbk
BGC0001104	BGC0001104.1.region001.gbk	PKS-like	1	True	11481	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001104/BGC0001104.1.region001.gbk
BGC0001108	BGC0001108.1.region001.gbk	transAT-PKS,NRPS	2	True	75778	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001108/BGC0001108.1.region001.gbk
BGC0001106	BGC0001106.1.region001.gbk	transAT-PKS,NRPS,NRPS-like	3	False	103421	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001106/BGC0001106.1.region001.gbk
BGC0001110	BGC0001110.1.region001.gbk	NRPS,transAT-PKS,prodigiosin,PKS-like	4	True	71457	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001110/BGC0001110.1.region001.gbk
BGC0001111	BGC0001111.1.region001.gbk	transAT-PKS,NRPS-like,NRPS	3	True	92218	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001111/BGC0001111.1.region001.gbk
BGC0001109	BGC0001109.1.region001.gbk	transAT-PKS,NRPS	2	True	52659	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001109/BGC0001109.1.region001.gbk
BGC0001113	BGC0001113.1.region001.gbk	transAT-PKS,NRPS,PKS-like	3	True	93443	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001113/BGC0001113.1.region001.gbk
BGC0001112	BGC0001112.1.region001.gbk	transAT-PKS,NRPS-like	2	True	79777	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001112/BGC0001112.1.region001.gbk
BGC0001117	BGC0001117.1.region001.gbk	NRPS,other,NRPS-like	3	True	51421	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001117/BGC0001117.1.region001.gbk
BGC0001118	BGC0001118.1.region001.gbk	T1PKS	1	True	21391	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001118/BGC0001118.1.region001.gbk
BGC0001114	BGC0001114.1.region001.gbk	transAT-PKS,NRPS,PKS-like	3	True	83269	17	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001114/BGC0001114.1.region001.gbk
BGC0001116	BGC0001116.1.region001.gbk	NRPS,transAT-PKS,PKS-like	3	True	57999	18	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001116/BGC0001116.1.region001.gbk
BGC0001115	BGC0001115.1.region001.gbk	transAT-PKS,PKS-like,T3PKS,NRPS	4	True	86853	37	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001115/BGC0001115.1.region001.gbk
BGC0001124	BGC0001124.1.region001.gbk	T1PKS	1	True	11667	1	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001124/BGC0001124.1.region001.gbk
BGC0001123	BGC0001123.1.region001.gbk	NRPS	1	True	30853	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001123/BGC0001123.1.region001.gbk
BGC0001122	BGC0001122.1.region001.gbk	NRPS,T1PKS	2	True	43663	16	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001122/BGC0001122.1.region001.gbk
BGC0001119	BGC0001119.1.region001.gbk	T1PKS,NRPS-like	2	True	72571	29	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001119/BGC0001119.1.region001.gbk
BGC0001127	BGC0001127.1.region001.gbk	NRPS	1	True	45262	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001127/BGC0001127.1.region001.gbk
BGC0001130	BGC0001130.1.region001.gbk	NRPS,PUFA,hglE-KS,T1PKS	4	True	48227	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001130/BGC0001130.1.region001.gbk
BGC0001126	BGC0001126.1.region001.gbk	other	1	True	41745	32	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001126/BGC0001126.1.region001.gbk
BGC0001125	BGC0001125.1.region001.gbk	NRPS,T1PKS	2	True	56729	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001125/BGC0001125.1.region001.gbk
BGC0001128	BGC0001128.1.region001.gbk	NRPS	1	True	15699	1	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001128/BGC0001128.1.region001.gbk
BGC0001135	BGC0001135.1.region001.gbk	NRPS	1	True	16848	1	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001135/BGC0001135.1.region001.gbk
BGC0001131	BGC0001131.1.region001.gbk	NRPS	1	True	29471	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001131/BGC0001131.1.region001.gbk
BGC0001132	BGC0001132.1.region001.gbk	NRPS	1	True	12417	1	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001132/BGC0001132.1.region001.gbk
BGC0001133	BGC0001133.1.region001.gbk	NRPS	1	True	65888	45	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001133/BGC0001133.1.region001.gbk
BGC0001136	BGC0001136.1.region001.gbk	T1PKS,NRPS	2	True	20147	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001136/BGC0001136.1.region001.gbk
BGC0001141	BGC0001141.1.region001.gbk	T1PKS	1	True	37663	10	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001141/BGC0001141.1.region001.gbk
BGC0001146	BGC0001146.1.region001.gbk	thiopeptide,LAP	2	True	12498	7	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001146/BGC0001146.1.region001.gbk
BGC0001144	BGC0001144.1.region001.gbk	T1PKS,indole	2	True	15201	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001144/BGC0001144.1.region001.gbk
BGC0001145	BGC0001145.1.region001.gbk	thiopeptide,LAP	2	True	15726	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001145/BGC0001145.1.region001.gbk
BGC0001142	BGC0001142.1.region001.gbk	NRPS	1	True	59698	22	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001142/BGC0001142.1.region001.gbk
BGC0001143	BGC0001143.1.region001.gbk	T1PKS	1	True	40517	15	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001143/BGC0001143.1.region001.gbk
BGC0001148	BGC0001148.1.region001.gbk	T3PKS,guanidinotides,RiPP-like	3	True	28927	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001148/BGC0001148.1.region001.gbk
BGC0001151	BGC0001151.1.region001.gbk	blactam	1	True	19936	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001151/BGC0001151.1.region001.gbk
BGC0001149	BGC0001149.1.region001.gbk	NRPS	1	True	12786	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001149/BGC0001149.1.region001.gbk
BGC0001152	BGC0001152.1.region001.gbk	NRPS	1	True	31811	8	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001152/BGC0001152.1.region001.gbk
BGC0001157	BGC0001157.1.region001.gbk	bottromycin,RiPP-like	2	True	17167	13	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001157/BGC0001157.1.region001.gbk
BGC0001153	BGC0001153.1.region001.gbk	NRPS	1	True	40826	5	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001153/BGC0001153.1.region001.gbk
BGC0001155	BGC0001155.1.region001.gbk	thiopeptide,LAP	2	True	26287	21	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001155/BGC0001155.1.region001.gbk
BGC0001154	BGC0001154.1.region001.gbk	aminocoumarin	1	True	16561	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001154/BGC0001154.1.region001.gbk
BGC0001162	BGC0001162.1.region001.gbk	T1PKS,NRPS-like	2	True	9348	2	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001162/BGC0001162.1.region001.gbk
BGC0001161	BGC0001161.1.region001.gbk	T1PKS,NRPS-like	2	True	9161	2	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001161/BGC0001161.1.region001.gbk
BGC0001160	BGC0001160.1.region001.gbk	T1PKS,NRPS-like	2	True	8163	1	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001160/BGC0001160.1.region001.gbk
BGC0001163	BGC0001163.1.region001.gbk	T1PKS,NRPS-like	2	True	9299	2	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001163/BGC0001163.1.region001.gbk
BGC0001159	BGC0001159.1.region001.gbk	T1PKS	1	True	43083	25	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001159/BGC0001159.1.region001.gbk
BGC0001164	BGC0001164.1.region001.gbk	T1PKS,NRPS-like	2	True	8328	1	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001164/BGC0001164.1.region001.gbk
BGC0001167	BGC0001167.1.region001.gbk	cyanobactin	1	True	9324	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001167/BGC0001167.1.region001.gbk
BGC0001166	BGC0001166.1.region001.gbk	NRPS	1	True	15624	1	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001166/BGC0001166.1.region001.gbk
BGC0001168	BGC0001168.1.region001.gbk	NRPS-like	1	True	4582	3	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001168/BGC0001168.1.region001.gbk
BGC0001165	BGC0001165.1.region001.gbk	T1PKS,T3PKS,PKS-like,NRPS	4	True	87427	14	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001165/BGC0001165.1.region001.gbk
BGC0001173	BGC0001173.1.region001.gbk	LAP,RRE-containing	2	True	9945	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001173/BGC0001173.1.region001.gbk
BGC0001170	BGC0001170.1.region001.gbk	LAP	1	True	8486	9	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001170/BGC0001170.1.region001.gbk
BGC0001169	BGC0001169.1.region001.gbk	T1PKS	1	True	49160	12	/data3/zhangdw/02.Database/09.MiBiG_2.0/antiSMASH6_mibig_2.0/BGC0001169/BGC0001169.1.region001.gbk
